643,381,26,82
643,380,24,78
643,379,24,77
642,380,25,80
640,380,27,83
639,380,27,83
642,379,25,78
641,378,27,76
640,378,28,79
640,378,28,81
639,377,27,84
638,377,27,84
637,378,27,82
636,378,26,77
635,378,24,76
633,378,25,82
630,380,27,82
629,380,27,82
632,381,25,74
632,380,28,76
636,380,26,79
639,381,26,81
637,382,29,81
633,384,29,81
642,380,26,79
645,380,25,77
647,380,25,76
645,378,38,86
647,375,34,86
650,373,34,86
656,367,30,88
661,367,33,88
667,368,29,92
666,373,33,90
667,377,32,85
669,381,32,85
671,378,34,82
674,379,25,78
672,379,28,78
670,379,30,83
669,379,28,81
669,379,28,81
665,380,32,77
668,379,31,78
670,379,27,81
661,378,36,84
670,378,26,85
671,378,26,85
667,375,25,86
664,376,25,78
661,375,27,80
658,375,27,81
655,375,26,84
655,374,26,84
649,373,28,81
645,373,28,79
642,372,30,81
637,373,30,83
634,373,29,85
635,372,29,85
625,373,30,84
622,372,32,80
618,372,33,79
615,372,31,82
613,374,28,82
613,373,28,82
607,375,26,81
605,376,26,76
592,377,36,74
597,377,29,76
589,381,35,75
589,380,35,75
635,389,28,75
633,389,27,77
631,390,28,79
626,391,30,78
626,391,30,77
615,392,30,77
623,390,31,74
623,391,29,75
622,392,26,76
619,394,26,76
617,395,25,76
615,396,25,76
610,397,26,78
606,400,29,77
605,402,27,79
602,404,29,81
600,408,30,82
601,408,30,82
600,416,29,83
601,422,28,80
603,425,28,79
607,430,25,76
608,432,27,75
608,429,27,75
517,448,37,64
519,450,36,62
518,451,41,65
522,452,37,64
524,453,36,61
537,445,36,61
526,454,38,64
528,454,37,62
531,454,36,64
533,454,36,63
534,454,37,64
532,454,37,64
537,454,38,64
540,453,36,65
542,453,35,65
538,453,41,63
541,454,40,62
542,454,40,62
541,455,43,62
544,456,40,58
544,455,40,58
546,454,40,58
535,459,50,54
532,460,50,54
537,459,50,54
536,458,50,54
538,456,50,54
538,455,50,54
536,455,50,54
535,454,50,54
552,424,32,84
552,419,30,86
552,415,30,88
553,413,28,86
551,413,30,83
547,413,30,83
537,410,40,85
528,407,41,87
525,407,36,85
520,405,34,83
521,403,29,83
518,402,29,83
510,401,27,86
506,400,29,87
505,398,27,89
505,396,27,89
509,393,25,89
510,391,25,89
513,389,25,83
508,388,34,83
518,386,27,85
519,385,25,85
520,383,27,84
519,382,27,84
526,379,25,80
527,379,28,81
531,377,26,83
532,377,27,85
533,375,27,87
531,374,27,87
532,373,32,85
542,372,24,81
543,372,25,82
546,372,29,83
548,373,28,83
547,373,28,83
552,372,29,81
551,372,33,79
560,371,25,82
563,375,27,80
567,339,33,118
568,331,33,118
568,336,30,123
566,336,31,120
574,373,25,82
577,374,23,80
580,374,28,81
578,374,28,81
582,375,28,84
583,375,41,84
589,375,31,78
591,375,26,80
592,375,30,83
593,375,30,83
596,376,28,87
597,377,27,87
598,374,26,90
600,375,25,86
601,376,27,81
602,374,27,81
606,374,37,115
607,375,38,118
607,373,37,116
606,407,30,76
601,405,33,77
597,402,33,77
602,405,30,81
600,403,34,84
599,402,35,85
600,401,31,84
599,400,31,80
600,397,31,80
599,400,32,80
600,407,31,75
602,402,29,82
602,414,34,69
603,395,44,85
606,389,44,85
607,399,36,75
608,405,38,71
