794,488,23,48
806,490,21,47
820,490,19,45
832,489,19,50
845,486,19,46
857,484,19,46
864,483,21,48
875,484,26,53
878,488,34,51
893,494,30,48
902,496,30,48
901,495,30,48
910,498,30,48
934,515,29,40
947,519,29,40
945,515,29,40
968,529,29,40
967,528,29,40
986,534,29,40
979,525,29,40
990,536,45,34
1018,556,45,34
997,525,45,34
996,524,45,34
1017,541,45,52
1019,542,51,53
1027,544,50,53
1040,547,43,57
1039,548,49,56
1049,557,49,56
1046,554,45,56
1042,554,48,55
1050,555,41,60
1052,556,37,61
1057,558,32,61
1058,560,32,61
1056,561,35,59
1056,564,37,60
1055,567,41,58
1060,571,39,58
1065,575,39,62
1068,579,39,62
1073,583,38,59
1071,587,49,65
1075,593,48,65
1073,600,52,63
1078,607,43,59
1076,607,43,59
1086,621,41,64
1073,631,52,60
1074,639,50,63
1073,646,48,62
1071,652,48,62
1071,651,48,62
1064,662,47,57
1056,658,51,57
1048,653,56,57
1038,642,55,57
1030,628,57,55
1028,620,57,55
1027,615,57,55
1008,588,57,55
1001,572,57,55
995,553,57,55
981,527,57,55
980,526,57,55
975,510,57,55
974,496,57,55
969,478,57,55
968,466,57,55
974,460,57,55
973,459,57,55
949,477,62,60
921,495,67,69
896,520,64,66
874,549,64,62
848,580,68,57
847,575,68,57
823,602,26,63
777,596,48,87
742,580,62,81
719,539,62,81
695,547,71,89
692,575,71,89
677,541,51,83
645,529,72,101
632,540,62,72
610,550,62,72
580,560,62,72
579,559,62,72
555,567,62,72
532,570,62,72
507,571,62,72
483,576,62,72
460,576,62,72
459,575,62,72
439,571,62,72
420,566,62,72
402,562,62,72
385,557,62,72
370,551,62,72
369,550,62,72
357,546,62,72
345,543,62,72
334,541,62,72
324,540,62,72
316,540,62,72
315,539,62,72
309,541,62,72
303,543,62,72
298,545,62,72
295,547,62,72
293,549,62,72
292,548,62,72
292,551,62,72
343,485,34,47
348,460,45,105
356,469,46,99
366,474,44,100
357,474,44,100
394,483,44,95
410,487,45,97
425,491,49,101
447,494,46,104
471,491,47,112
470,491,47,112
527,507,24,97
557,511,39,101
586,516,47,97
623,522,43,87
658,526,44,96
653,529,44,96
698,524,44,96
741,523,44,96
785,524,44,96
828,526,44,96
874,527,44,96
873,526,44,96
922,528,44,96
970,529,44,96
1018,532,44,96
1067,535,44,96
1116,537,44,96
1115,536,44,96
1166,540,44,96
1215,543,44,96
1264,546,16,96
1313,549,-33,96
1361,552,-81,96
1360,551,-80,96
1408,555,-128,96
1454,558,-174,96
1499,561,-219,96
1542,564,-262,96
1584,567,-304,96
1583,566,-303,96
1624,570,-344,96
1662,573,-382,96
1697,576,-417,96
1730,579,-450,96
1760,582,-480,96
1759,581,-479,96
1787,585,-507,96
1811,588,-531,96
1832,590,-552,96
1849,592,-569,96
1863,594,-583,96
1862,593,-582,96
1873,596,-593,96
1879,597,-599,96
1881,598,-601,96
1879,599,-599,96
1873,600,-593,96
1872,599,-592,96
1863,600,-583,96
1848,600,-568,96
1829,600,-549,96
1806,600,-526,96
1778,599,-498,96
1777,598,-497,96
1746,599,-466,96
1709,599,-429,96
1668,598,-388,96
1623,597,-343,96
1573,596,-293,96
1572,595,-292,96
1519,595,-239,96
1461,593,-181,96
1399,591,-119,96
825,380,26,42
826,379,25,44
1035,445,25,44
828,382,24,41
826,382,25,41
827,383,24,41
821,384,30,41
825,386,27,40
1370,429,-90,40
831,392,25,40
836,395,23,40
838,400,24,37
841,404,24,38
837,410,33,37
832,410,33,37
853,424,27,33
849,432,36,34
862,440,28,32
857,450,38,34
863,459,35,34
870,462,35,34
878,481,29,35
880,487,30,39
879,492,33,47
877,494,34,56
874,482,48,55
888,478,48,55
869,481,48,55
866,480,48,55
871,481,48,55
882,483,48,55
894,486,48,55
893,485,48,55
909,490,48,55
919,492,48,55
931,495,48,55
944,498,48,55
957,501,48,55
956,500,48,55
969,503,48,55
982,505,48,55
995,507,48,55
1008,509,48,55
1021,511,48,55
1020,510,48,55
1034,513,48,55
1047,515,48,55
1060,517,48,55
1072,519,48,55
1084,521,48,55
1083,520,48,55
1095,523,48,55
1105,524,48,55
1115,525,48,55
1124,526,48,55
1132,527,48,55
